,Job,Plan,CPU time,Time,Sum,CPU unit,Time unit
HM,Job1006v1,0.txt,10686,10723,21409, ms,ms.
HM,Job1006v1,1.txt,-1,-1,-1,ms,ms
HM,Job1006v1,2.txt,-1,-1,-1,ms,ms
HM,Job1006v1,3.txt,9842,9866,19708, ms,ms.
HM,Job1006v1,4.txt,-1,-1,-1,ms,ms
HM,Job1006v1,5.txt,-1,-1,-1,ms,ms
HM,Job1006v1,6.txt,-1,-1,-1,ms,ms
HM,Job1006v1,7.txt,-1,-1,-1,ms,ms
HM,Job1006v1,8.txt,16953,18019,34972, ms,ms.
HM,Job1006v1,9.txt,-1,-1,-1,ms,ms
HM,Job1006v1,10.txt,-1,-1,-1,ms,ms
HM,Job1006v1,11.txt,-1,-1,-1,ms,ms
HM,Job1006v1,12.txt,-1,-1,-1,ms,ms
HM,Job1006v1,13.txt,7228,7238,14466, ms,ms.
HM,Job1006v1,14.txt,10780,10798,21578, ms,ms.
HM,Job1006v1,15.txt,-1,-1,-1,ms,ms
HM,Job1006v1,16.txt,11177,11193,22370, ms,ms.
HM,Job1006v1,17.txt,-1,-1,-1,ms,ms
HM,Job1006v1,18.txt,-1,-1,-1,ms,ms
HM,Job1006v1,19.txt,-1,-1,-1,ms,ms
HM,Job1014v3,0.txt,26588,26603,53191, ms,ms.
HM,Job1014v3,1.txt,-1,-1,-1,ms,ms
HM,Job1014v3,2.txt,-1,-1,-1,ms,ms
HM,Job1014v3,3.txt,-1,-1,-1,ms,ms
HM,Job1014v3,4.txt,30473,32316,62789, ms,ms.
HM,Job1014v3,5.txt,-1,-1,-1,ms,ms
HM,Job1014v3,6.txt,34881,34901,69782, ms,ms.
HM,Job1014v3,7.txt,14000,14289,28289, ms,ms.
HM,Job1014v3,8.txt,-1,-1,-1,ms,ms
HM,Job1014v3,9.txt,-1,-1,-1,ms,ms
HM,Job1014v3,10.txt,90376,90432,180808, ms,ms.
HM,Job1014v3,11.txt,47370,47398,94768, ms,ms.
HM,Job1014v3,12.txt,42133,42159,84292, ms,ms.
HM,Job1014v3,13.txt,3645,4048,7693, ms,ms.
HM,Job1014v3,14.txt,109210,109291,218501, ms,ms.
HM,Job1014v3,15.txt,-1,-1,-1,ms,ms
HM,Job1014v3,16.txt,79297,79339,158636, ms,ms.
HM,Job1014v3,17.txt,66490,66997,133487, ms,ms.
HM,Job1014v3,18.txt,125480,125552,251032, ms,ms.
HM,Job1014v3,19.txt,-1,-1,-1,ms,ms
HM,Job185v2,0.txt,-1,-1,-1,ms,ms
HM,Job185v2,1.txt,-1,-1,-1,ms,ms
HM,Job185v2,2.txt,-1,-1,-1,ms,ms
HM,Job185v2,3.txt,-1,-1,-1,ms,ms
HM,Job185v2,4.txt,-1,-1,-1,ms,ms
HM,Job185v2,5.txt,-1,-1,-1,ms,ms
HM,Job185v2,6.txt,-1,-1,-1,ms,ms
HM,Job185v2,7.txt,-1,-1,-1,ms,ms
HM,Job185v2,8.txt,-1,-1,-1,ms,ms
HM,Job185v2,9.txt,-1,-1,-1,ms,ms
HM,Job185v2,10.txt,-1,-1,-1,ms,ms
HM,Job185v2,11.txt,-1,-1,-1,ms,ms
HM,Job185v2,12.txt,-1,-1,-1,ms,ms
HM,Job185v2,13.txt,-1,-1,-1,ms,ms
HM,Job185v2,14.txt,-1,-1,-1,ms,ms
HM,Job185v2,15.txt,-1,-1,-1,ms,ms
HM,Job185v2,16.txt,-1,-1,-1,ms,ms
HM,Job185v2,17.txt,-1,-1,-1,ms,ms
HM,Job185v2,18.txt,-1,-1,-1,ms,ms
HM,Job185v2,19.txt,-1,-1,-1,ms,ms
HM,Job9v4,0.txt,12284,12360,24644, ms,ms.
HM,Job9v4,1.txt,1850,1897,3747, ms,ms.
HM,Job9v4,2.txt,-1,-1,-1,ms,ms
HM,Job9v4,3.txt,15099,15265,30364, ms,ms.
HM,Job9v4,4.txt,13234,13319,26553, ms,ms.
HM,Job9v4,5.txt,12241,12312,24553, ms,ms.
HM,Job9v4,6.txt,12192,12301,24493, ms,ms.
HM,Job9v4,7.txt,9254,9296,18550, ms,ms.
HM,Job9v4,8.txt,10921,10988,21909, ms,ms.
HM,Job9v4,9.txt,8515,8555,17070, ms,ms.
HM,Job9v4,10.txt,1857,1881,3738, ms,ms.
HM,Job9v4,11.txt,1842,1865,3707, ms,ms.
HM,Job9v4,12.txt,12330,12412,24742, ms,ms.
HM,Job9v4,13.txt,-1,-1,-1,ms,ms
HM,Job9v4,14.txt,-1,-1,-1,ms,ms
HM,Job9v4,15.txt,13403,13474,26877, ms,ms.
HM,Job9v4,16.txt,1830,1851,3681, ms,ms.
HM,Job9v4,17.txt,15636,15946,31582, ms,ms.
HM,Job9v4,18.txt,9302,9338,18640, ms,ms.
HM,Job9v4,19.txt,12164,12204,24368, ms,ms.
HM,Job228v1,0.txt,12628,12638,25266, ms,ms.
HM,Job228v1,1.txt,-1,-1,-1,ms,ms
HM,Job228v1,2.txt,-1,-1,-1,ms,ms
HM,Job228v1,3.txt,13500,13566,27066, ms,ms.
HM,Job228v1,4.txt,13626,13644,27270, ms,ms.
HM,Job228v1,5.txt,12742,12750,25492, ms,ms.
HM,Job228v1,6.txt,7840,7850,15690, ms,ms.
HM,Job228v1,7.txt,6800,6804,13604, ms,ms.
HM,Job228v1,8.txt,-1,-1,-1,ms,ms
HM,Job228v1,9.txt,-1,-1,-1,ms,ms
HM,Job228v1,10.txt,-1,-1,-1,ms,ms
HM,Job228v1,11.txt,-1,-1,-1,ms,ms
HM,Job228v1,12.txt,-1,-1,-1,ms,ms
HM,Job228v1,13.txt,55761,55790,111551, ms,ms.
HM,Job228v1,14.txt,21986,22622,44608, ms,ms.
HM,Job228v1,15.txt,-1,-1,-1,ms,ms
HM,Job228v1,16.txt,-1,-1,-1,ms,ms
HM,Job228v1,17.txt,-1,-1,-1,ms,ms
HM,Job228v1,18.txt,57045,57108,114153, ms,ms.
HM,Job228v1,19.txt,-1,-1,-1,ms,ms
HM,Job44v3,0.txt,-1,-1,-1,ms,ms
HM,Job44v3,1.txt,-1,-1,-1,ms,ms
HM,Job44v3,2.txt,-1,-1,-1,ms,ms
HM,Job44v3,3.txt,-1,-1,-1,ms,ms
HM,Job44v3,4.txt,-1,-1,-1,ms,ms
HM,Job44v3,5.txt,277557,307102,584659, ms,ms.
HM,Job44v3,6.txt,94197,104361,198558, ms,ms.
HM,Job44v3,7.txt,53989,63653,117642, ms,ms.
HM,Job44v3,8.txt,-1,-1,-1,ms,ms
HM,Job44v3,9.txt,137028,144127,281155, ms,ms.
HM,Job44v3,10.txt,-1,-1,-1,ms,ms
HM,Job44v3,11.txt,137325,144567,281892, ms,ms.
HM,Job44v3,12.txt,-1,-1,-1,ms,ms
HM,Job44v3,13.txt,-1,-1,-1,ms,ms
HM,Job44v3,14.txt,334213,361821,696034, ms,ms.
HM,Job44v3,15.txt,82583,94114,176697, ms,ms.
HM,Job44v3,16.txt,80830,90890,171720, ms,ms.
HM,Job44v3,17.txt,170909,178598,349507, ms,ms.
HM,Job44v3,18.txt,94362,109036,203398, ms,ms.
HM,Job44v3,19.txt,-1,-1,-1,ms,ms
HM,Job6v1,0.txt,14112,14192,28304, ms,ms.
HM,Job6v1,1.txt,-1,-1,-1,ms,ms
HM,Job6v1,2.txt,-1,-1,-1,ms,ms
HM,Job6v1,3.txt,-1,-1,-1,ms,ms
HM,Job6v1,4.txt,-1,-1,-1,ms,ms
HM,Job6v1,5.txt,31172,31321,62493, ms,ms.
HM,Job6v1,6.txt,17885,18023,35908, ms,ms.
HM,Job6v1,7.txt,20442,20537,40979, ms,ms.
HM,Job6v1,8.txt,24665,24801,49466, ms,ms.
HM,Job6v1,9.txt,-1,-1,-1,ms,ms
HM,Job6v1,10.txt,-1,-1,-1,ms,ms
HM,Job6v1,11.txt,-1,-1,-1,ms,ms
HM,Job6v1,12.txt,-1,-1,-1,ms,ms
HM,Job6v1,13.txt,150594,172065,322659, ms,ms.
HM,Job6v1,14.txt,24641,24786,49427, ms,ms.
HM,Job6v1,15.txt,15686,15796,31482, ms,ms.
HM,Job6v1,16.txt,-1,-1,-1,ms,ms
HM,Job6v1,17.txt,130524,144128,274652, ms,ms.
HM,Job6v1,18.txt,-1,-1,-1,ms,ms
HM,Job6v1,19.txt,5537,5651,11188, ms,ms.
HM,Job6v2,0.txt,54391,58540,112931, ms,ms.
HM,Job6v2,1.txt,-1,-1,-1,ms,ms
HM,Job6v2,2.txt,63268,66638,129906, ms,ms.
HM,Job6v2,3.txt,-1,-1,-1,ms,ms
HM,Job6v2,4.txt,-1,-1,-1,ms,ms
HM,Job6v2,5.txt,-1,-1,-1,ms,ms
HM,Job6v2,6.txt,55103,58714,113817, ms,ms.
HM,Job6v2,7.txt,28713,33465,62178, ms,ms.
HM,Job6v2,8.txt,-1,-1,-1,ms,ms
HM,Job6v2,9.txt,-1,-1,-1,ms,ms
HM,Job6v2,10.txt,42439,48373,90812, ms,ms.
HM,Job6v2,11.txt,153421,160003,313424, ms,ms.
HM,Job6v2,12.txt,-1,-1,-1,ms,ms
HM,Job6v2,13.txt,-1,-1,-1,ms,ms
HM,Job6v2,14.txt,-1,-1,-1,ms,ms
HM,Job6v2,15.txt,68674,71998,140672, ms,ms.
HM,Job6v2,16.txt,-1,-1,-1,ms,ms
HM,Job6v2,17.txt,-1,-1,-1,ms,ms
HM,Job6v2,18.txt,-1,-1,-1,ms,ms
HM,Job6v2,19.txt,-1,-1,-1,ms,ms
HM,Job76v4,0.txt,-1,-1,-1,ms,ms
HM,Job76v4,1.txt,-1,-1,-1,ms,ms
HM,Job76v4,2.txt,-1,-1,-1,ms,ms
HM,Job76v4,3.txt,74812,75850,150662, ms,ms.
HM,Job76v4,4.txt,5226,5311,10537, ms,ms.
HM,Job76v4,5.txt,81892,82358,164250, ms,ms.
HM,Job76v4,6.txt,32013,32115,64128, ms,ms.
HM,Job76v4,7.txt,35425,35578,71003, ms,ms.
HM,Job76v4,8.txt,-1,-1,-1,ms,ms
HM,Job76v4,9.txt,29890,30016,59906, ms,ms.
HM,Job76v4,10.txt,44835,44990,89825, ms,ms.
HM,Job76v4,11.txt,-1,-1,-1,ms,ms
HM,Job76v4,12.txt,5278,5326,10604, ms,ms.
HM,Job76v4,13.txt,14720,14790,29510, ms,ms.
HM,Job76v4,14.txt,-1,-1,-1,ms,ms
HM,Job76v4,15.txt,-1,-1,-1,ms,ms
HM,Job76v4,16.txt,79977,80266,160243, ms,ms.
HM,Job76v4,17.txt,-1,-1,-1,ms,ms
HM,Job76v4,18.txt,34775,34891,69666, ms,ms.
HM,Job76v4,19.txt,-1,-1,-1,ms,ms
HM,Job39v3,0.txt,41,42,83, ms,ms.
HM,Job39v3,1.txt,282,282,564, ms,ms.
HM,Job39v3,2.txt,732,734,1466, ms,ms.
HM,Job39v3,3.txt,140,139,279, ms,ms.
HM,Job39v3,4.txt,30,29,59, ms,ms.
HM,Job39v3,5.txt,68,70,138, ms,ms.
HM,Job39v3,6.txt,530,530,1060, ms,ms.
HM,Job39v3,7.txt,320,320,640, ms,ms.
HM,Job39v3,8.txt,582,582,1164, ms,ms.
HM,Job39v3,9.txt,173,174,347, ms,ms.
HM,Job39v3,10.txt,62,62,124, ms,ms.
HM,Job39v3,11.txt,686,686,1372, ms,ms.
HM,Job1073v2,0.txt,82758,84174,166932, ms,ms.
HM,Job1073v2,1.txt,24612,24781,49393, ms,ms.
HM,Job1073v2,2.txt,-1,-1,-1,ms,ms
HM,Job1073v2,3.txt,-1,-1,-1,ms,ms
HM,Job1073v2,4.txt,-1,-1,-1,ms,ms
HM,Job1073v2,5.txt,47253,47746,94999, ms,ms.
HM,Job1073v2,6.txt,24151,24329,48480, ms,ms.
HM,Job1073v2,7.txt,103766,104108,207874, ms,ms.
HM,Job1073v2,8.txt,-1,-1,-1,ms,ms
HM,Job1073v2,9.txt,73277,74830,148107, ms,ms.
HM,Job1073v2,10.txt,-1,-1,-1,ms,ms
HM,Job1073v2,11.txt,64171,64411,128582, ms,ms.
HM,Job1073v2,12.txt,67524,68156,135680, ms,ms.
HM,Job1073v2,13.txt,191361,191869,383230, ms,ms.
HM,Job1073v2,14.txt,-1,-1,-1,ms,ms
HM,Job1073v2,15.txt,82744,85459,168203, ms,ms.
HM,Job1073v2,16.txt,16300,17117,33417, ms,ms.
HM,Job1073v2,17.txt,-1,-1,-1,ms,ms
HM,Job1073v2,18.txt,41813,42273,84086, ms,ms.
HM,Job1073v2,19.txt,61654,64668,126322, ms,ms.
HM,Job1236v3,0.txt,-1,-1,-1,ms,ms
HM,Job1236v3,1.txt,-1,-1,-1,ms,ms
HM,Job1236v3,2.txt,15010,15302,30312, ms,ms.
HM,Job1236v3,3.txt,-1,-1,-1,ms,ms
HM,Job1236v3,4.txt,-1,-1,-1,ms,ms
HM,Job1236v3,5.txt,-1,-1,-1,ms,ms
HM,Job1236v3,6.txt,-1,-1,-1,ms,ms
HM,Job1236v3,7.txt,-1,-1,-1,ms,ms
HM,Job1236v3,8.txt,-1,-1,-1,ms,ms
HM,Job1236v3,9.txt,11331,11574,22905, ms,ms.
HM,Job1236v3,10.txt,46976,47302,94278, ms,ms.
HM,Job1236v3,11.txt,17800,18157,35957, ms,ms.
HM,Job1236v3,12.txt,-1,-1,-1,ms,ms
HM,Job1236v3,13.txt,-1,-1,-1,ms,ms
HM,Job1236v3,14.txt,11302,11395,22697, ms,ms.
HM,Job1236v3,15.txt,-1,-1,-1,ms,ms
HM,Job1236v3,16.txt,-1,-1,-1,ms,ms
HM,Job1236v3,17.txt,-1,-1,-1,ms,ms
HM,Job1236v3,18.txt,-1,-1,-1,ms,ms
HM,Job1236v3,19.txt,-1,-1,-1,ms,ms
HM,Job1234v3,0.txt,348621,355544,704165, ms,ms.
HM,Job1234v3,1.txt,370899,371115,742014, ms,ms.
HM,Job1234v3,2.txt,-1,-1,-1,ms,ms
HM,Job1234v3,3.txt,117631,117975,235606, ms,ms.
HM,Job1234v3,4.txt,-1,-1,-1,ms,ms
HM,Job1234v3,5.txt,-1,-1,-1,ms,ms
HM,Job1234v3,6.txt,-1,-1,-1,ms,ms
HM,Job1234v3,7.txt,-1,-1,-1,ms,ms
HM,Job1234v3,8.txt,60888,60951,121839, ms,ms.
HM,Job1234v3,9.txt,-1,-1,-1,ms,ms
HM,Job1234v3,10.txt,411099,418362,829461, ms,ms.
HM,Job1234v3,11.txt,-1,-1,-1,ms,ms
HM,Job1234v3,12.txt,-1,-1,-1,ms,ms
HM,Job1234v3,13.txt,318015,318175,636190, ms,ms.
HM,Job1234v3,14.txt,46064,46240,92304, ms,ms.
HM,Job1234v3,15.txt,-1,-1,-1,ms,ms
HM,Job1234v3,16.txt,352851,353091,705942, ms,ms.
HM,Job1234v3,17.txt,-1,-1,-1,ms,ms
HM,Job1234v3,18.txt,-1,-1,-1,ms,ms
HM,Job1234v3,19.txt,-1,-1,-1,ms,ms
HM,Job369v1,0.txt,-1,-1,-1,ms,ms
HM,Job369v1,1.txt,-1,-1,-1,ms,ms
HM,Job369v1,2.txt,-1,-1,-1,ms,ms
HM,Job369v1,3.txt,-1,-1,-1,ms,ms
HM,Job369v1,4.txt,-1,-1,-1,ms,ms
HM,Job369v1,5.txt,-1,-1,-1,ms,ms
HM,Job369v1,6.txt,-1,-1,-1,ms,ms
HM,Job369v1,7.txt,-1,-1,-1,ms,ms
HM,Job369v1,8.txt,-1,-1,-1,ms,ms
HM,Job369v1,9.txt,-1,-1,-1,ms,ms
HM,Job369v1,10.txt,-1,-1,-1,ms,ms
HM,Job369v1,11.txt,-1,-1,-1,ms,ms
HM,Job369v1,12.txt,-1,-1,-1,ms,ms
HM,Job369v1,13.txt,52592,53280,105872, ms,ms.
HM,Job369v1,14.txt,36734,36796,73530, ms,ms.
HM,Job369v1,15.txt,-1,-1,-1,ms,ms
HM,Job369v1,16.txt,-1,-1,-1,ms,ms
HM,Job369v1,17.txt,196266,197190,393456, ms,ms.
HM,Job369v1,18.txt,-1,-1,-1,ms,ms
HM,Job369v1,19.txt,49896,50382,100278, ms,ms.
HM,Job38v0,0.txt,-1,-1,-1,ms,ms
HM,Job38v0,1.txt,-1,-1,-1,ms,ms
HM,Job38v0,2.txt,-1,-1,-1,ms,ms
HM,Job38v0,3.txt,-1,-1,-1,ms,ms
HM,Job38v0,4.txt,-1,-1,-1,ms,ms
HM,Job38v0,5.txt,-1,-1,-1,ms,ms
HM,Job38v0,6.txt,-1,-1,-1,ms,ms
HM,Job38v0,7.txt,-1,-1,-1,ms,ms
HM,Job38v0,8.txt,-1,-1,-1,ms,ms
HM,Job38v0,9.txt,-1,-1,-1,ms,ms
HM,Job38v0,10.txt,75904,83934,159838, ms,ms.
HM,Job38v0,11.txt,-1,-1,-1,ms,ms
HM,Job38v0,12.txt,-1,-1,-1,ms,ms
HM,Job38v0,13.txt,-1,-1,-1,ms,ms
HM,Job38v0,14.txt,143120,143424,286544, ms,ms.
HM,Job38v0,15.txt,-1,-1,-1,ms,ms
HM,Job38v0,16.txt,-1,-1,-1,ms,ms
HM,Job38v0,17.txt,19889,19960,39849, ms,ms.
HM,Job38v0,18.txt,-1,-1,-1,ms,ms
HM,Job38v0,19.txt,-1,-1,-1,ms,ms
HM,Job1028v2,0.txt,-1,-1,-1,ms,ms
HM,Job1028v2,1.txt,-1,-1,-1,ms,ms
HM,Job1028v2,2.txt,-1,-1,-1,ms,ms
HM,Job1028v2,3.txt,-1,-1,-1,ms,ms
HM,Job1028v2,4.txt,-1,-1,-1,ms,ms
HM,Job1028v2,5.txt,-1,-1,-1,ms,ms
HM,Job1028v2,6.txt,-1,-1,-1,ms,ms
HM,Job1028v2,7.txt,-1,-1,-1,ms,ms
HM,Job1028v2,8.txt,-1,-1,-1,ms,ms
HM,Job1028v2,9.txt,-1,-1,-1,ms,ms
HM,Job1028v2,10.txt,-1,-1,-1,ms,ms
HM,Job1028v2,11.txt,-1,-1,-1,ms,ms
HM,Job1028v2,12.txt,-1,-1,-1,ms,ms
HM,Job1028v2,13.txt,-1,-1,-1,ms,ms
HM,Job1028v2,14.txt,-1,-1,-1,ms,ms
HM,Job1028v2,15.txt,-1,-1,-1,ms,ms
HM,Job1028v2,16.txt,295879,296974,592853, ms,ms.
HM,Job1028v2,17.txt,-1,-1,-1,ms,ms
HM,Job1028v2,18.txt,-1,-1,-1,ms,ms
HM,Job1028v2,19.txt,-1,-1,-1,ms,ms
HM,Job369v4,0.txt,64094,64636,128730, ms,ms.
HM,Job369v4,1.txt,199502,199638,399140, ms,ms.
HM,Job369v4,2.txt,-1,-1,-1,ms,ms
HM,Job369v4,3.txt,-1,-1,-1,ms,ms
HM,Job369v4,4.txt,408735,418349,827084, ms,ms.
HM,Job369v4,5.txt,-1,-1,-1,ms,ms
HM,Job369v4,6.txt,-1,-1,-1,ms,ms
HM,Job369v4,7.txt,-1,-1,-1,ms,ms
HM,Job369v4,8.txt,-1,-1,-1,ms,ms
HM,Job369v4,9.txt,-1,-1,-1,ms,ms
HM,Job369v4,10.txt,323189,330423,653612, ms,ms.
HM,Job369v4,11.txt,-1,-1,-1,ms,ms
HM,Job369v4,12.txt,-1,-1,-1,ms,ms
HM,Job369v4,13.txt,-1,-1,-1,ms,ms
HM,Job369v4,14.txt,211731,278128,489859, ms,ms.
HM,Job369v4,15.txt,-1,-1,-1,ms,ms
HM,Job369v4,16.txt,-1,-1,-1,ms,ms
HM,Job369v4,17.txt,-1,-1,-1,ms,ms
HM,Job369v4,18.txt,-1,-1,-1,ms,ms
HM,Job369v4,19.txt,-1,-1,-1,ms,ms
HM,Job1035v4,0.txt,-1,-1,-1,ms,ms
HM,Job1035v4,1.txt,-1,-1,-1,ms,ms
HM,Job1035v4,2.txt,-1,-1,-1,ms,ms
HM,Job1035v4,3.txt,-1,-1,-1,ms,ms
HM,Job1035v4,4.txt,-1,-1,-1,ms,ms
HM,Job1035v4,5.txt,-1,-1,-1,ms,ms
HM,Job1035v4,6.txt,-1,-1,-1,ms,ms
HM,Job1035v4,7.txt,-1,-1,-1,ms,ms
HM,Job1035v4,8.txt,-1,-1,-1,ms,ms
HM,Job1035v4,9.txt,-1,-1,-1,ms,ms
HM,Job1035v4,10.txt,-1,-1,-1,ms,ms
HM,Job1035v4,11.txt,-1,-1,-1,ms,ms
HM,Job1035v4,12.txt,40997,41400,82397, ms,ms.
HM,Job1035v4,13.txt,-1,-1,-1,ms,ms
HM,Job1035v4,14.txt,-1,-1,-1,ms,ms
HM,Job1035v4,15.txt,30790,31078,61868, ms,ms.
HM,Job1035v4,16.txt,70151,71875,142026, ms,ms.
HM,Job1035v4,17.txt,-1,-1,-1,ms,ms
HM,Job1035v4,18.txt,34867,35486,70353, ms,ms.
HM,Job1035v4,19.txt,-1,-1,-1,ms,ms
HM,Job9v3,0.txt,7019,7029,14048, ms,ms.
HM,Job9v3,1.txt,-1,-1,-1,ms,ms
HM,Job9v3,2.txt,6866,6881,13747, ms,ms.
HM,Job9v3,3.txt,2456,2482,4938, ms,ms.
HM,Job9v3,4.txt,21803,21834,43637, ms,ms.
HM,Job9v3,5.txt,-1,-1,-1,ms,ms
HM,Job9v3,6.txt,5634,5639,11273, ms,ms.
HM,Job9v3,7.txt,1869,1884,3753, ms,ms.
HM,Job9v3,8.txt,1216,1224,2440, ms,ms.
HM,Job9v3,9.txt,4505,4526,9031, ms,ms.
HM,Job9v3,10.txt,4605,4612,9217, ms,ms.
HM,Job9v3,11.txt,-1,-1,-1,ms,ms
HM,Job9v3,12.txt,-1,-1,-1,ms,ms
HM,Job9v3,13.txt,5124,5138,10262, ms,ms.
HM,Job9v3,14.txt,7355,7365,14720, ms,ms.
HM,Job9v3,15.txt,20251,20269,40520, ms,ms.
HM,Job9v3,16.txt,3388,3398,6786, ms,ms.
HM,Job9v3,17.txt,5483,5496,10979, ms,ms.
HM,Job9v3,18.txt,6797,6809,13606, ms,ms.
HM,Job9v3,19.txt,2589,2594,5183, ms,ms.
HM,Job185v3,0.txt,-1,-1,-1,ms,ms
HM,Job185v3,1.txt,-1,-1,-1,ms,ms
HM,Job185v3,2.txt,-1,-1,-1,ms,ms
HM,Job185v3,3.txt,-1,-1,-1,ms,ms
HM,Job185v3,4.txt,154653,157230,311883, ms,ms.
HM,Job185v3,5.txt,153109,155493,308602, ms,ms.
HM,Job185v3,6.txt,-1,-1,-1,ms,ms
HM,Job185v3,7.txt,-1,-1,-1,ms,ms
HM,Job185v3,8.txt,-1,-1,-1,ms,ms
HM,Job185v3,9.txt,-1,-1,-1,ms,ms
HM,Job185v3,10.txt,-1,-1,-1,ms,ms
HM,Job185v3,11.txt,-1,-1,-1,ms,ms
HM,Job185v3,12.txt,-1,-1,-1,ms,ms
HM,Job185v3,13.txt,-1,-1,-1,ms,ms
HM,Job185v3,14.txt,-1,-1,-1,ms,ms
HM,Job185v3,15.txt,-1,-1,-1,ms,ms
HM,Job185v3,16.txt,-1,-1,-1,ms,ms
HM,Job185v3,17.txt,-1,-1,-1,ms,ms
HM,Job185v3,18.txt,-1,-1,-1,ms,ms
HM,Job185v3,19.txt,-1,-1,-1,ms,ms
HM,Job1103v3,0.txt,-1,-1,-1,ms,ms
HM,Job1103v3,1.txt,-1,-1,-1,ms,ms
HM,Job1103v3,2.txt,-1,-1,-1,ms,ms
HM,Job1103v3,3.txt,-1,-1,-1,ms,ms
HM,Job1103v3,4.txt,-1,-1,-1,ms,ms
HM,Job1103v3,5.txt,-1,-1,-1,ms,ms
HM,Job1103v3,6.txt,-1,-1,-1,ms,ms
HM,Job1103v3,7.txt,-1,-1,-1,ms,ms
HM,Job1103v3,8.txt,-1,-1,-1,ms,ms
HM,Job1103v3,9.txt,-1,-1,-1,ms,ms
HM,Job1103v3,10.txt,-1,-1,-1,ms,ms
HM,Job1103v3,11.txt,-1,-1,-1,ms,ms
HM,Job1103v3,12.txt,-1,-1,-1,ms,ms
HM,Job1103v3,13.txt,-1,-1,-1,ms,ms
HM,Job1103v3,14.txt,-1,-1,-1,ms,ms
HM,Job1103v3,15.txt,-1,-1,-1,ms,ms
HM,Job1103v3,16.txt,-1,-1,-1,ms,ms
HM,Job1103v3,17.txt,-1,-1,-1,ms,ms
HM,Job1103v3,18.txt,-1,-1,-1,ms,ms
HM,Job1103v3,19.txt,-1,-1,-1,ms,ms
HM,Job237v0,0.txt,-1,-1,-1,ms,ms
HM,Job237v0,1.txt,-1,-1,-1,ms,ms
HM,Job237v0,2.txt,-1,-1,-1,ms,ms
HM,Job237v0,3.txt,-1,-1,-1,ms,ms
HM,Job237v0,4.txt,73714,75989,149703, ms,ms.
HM,Job237v0,5.txt,-1,-1,-1,ms,ms
HM,Job237v0,6.txt,-1,-1,-1,ms,ms
HM,Job237v0,7.txt,-1,-1,-1,ms,ms
HM,Job237v0,8.txt,-1,-1,-1,ms,ms
HM,Job237v0,9.txt,-1,-1,-1,ms,ms
HM,Job237v0,10.txt,-1,-1,-1,ms,ms
HM,Job237v0,11.txt,-1,-1,-1,ms,ms
HM,Job237v0,12.txt,-1,-1,-1,ms,ms
HM,Job237v0,13.txt,-1,-1,-1,ms,ms
HM,Job237v0,14.txt,-1,-1,-1,ms,ms
HM,Job237v0,15.txt,-1,-1,-1,ms,ms
HM,Job237v0,16.txt,224518,229593,454111, ms,ms.
HM,Job237v0,17.txt,157791,161233,319024, ms,ms.
HM,Job237v0,18.txt,172590,177252,349842, ms,ms.
HM,Job237v0,19.txt,-1,-1,-1,ms,ms
HM,Job1131v1,0.txt,-1,-1,-1,ms,ms
HM,Job1131v1,1.txt,-1,-1,-1,ms,ms
HM,Job1131v1,2.txt,134920,135182,270102, ms,ms.
HM,Job1131v1,3.txt,-1,-1,-1,ms,ms
HM,Job1131v1,4.txt,-1,-1,-1,ms,ms
HM,Job1131v1,5.txt,-1,-1,-1,ms,ms
HM,Job1131v1,6.txt,-1,-1,-1,ms,ms
HM,Job1131v1,7.txt,-1,-1,-1,ms,ms
HM,Job1131v1,8.txt,-1,-1,-1,ms,ms
HM,Job1131v1,9.txt,-1,-1,-1,ms,ms
HM,Job1131v1,10.txt,-1,-1,-1,ms,ms
HM,Job1131v1,11.txt,-1,-1,-1,ms,ms
HM,Job1131v1,12.txt,-1,-1,-1,ms,ms
HM,Job1131v1,13.txt,176106,208876,384982, ms,ms.
HM,Job1131v1,14.txt,-1,-1,-1,ms,ms
HM,Job1131v1,15.txt,-1,-1,-1,ms,ms
HM,Job1131v1,16.txt,-1,-1,-1,ms,ms
HM,Job1131v1,17.txt,-1,-1,-1,ms,ms
HM,Job1131v1,18.txt,-1,-1,-1,ms,ms
HM,Job1131v1,19.txt,-1,-1,-1,ms,ms
HM,Job79v0,0.txt,47554,48366,95920, ms,ms.
HM,Job79v0,1.txt,90328,91009,181337, ms,ms.
HM,Job79v0,2.txt,-1,-1,-1,ms,ms
HM,Job79v0,3.txt,-1,-1,-1,ms,ms
HM,Job79v0,4.txt,196329,199372,395701, ms,ms.
HM,Job79v0,5.txt,-1,-1,-1,ms,ms
HM,Job79v0,6.txt,16749,17216,33965, ms,ms.
HM,Job79v0,7.txt,-1,-1,-1,ms,ms
HM,Job79v0,8.txt,-1,-1,-1,ms,ms
HM,Job79v0,9.txt,99547,100719,200266, ms,ms.
HM,Job79v0,10.txt,109662,111313,220975, ms,ms.
HM,Job79v0,11.txt,-1,-1,-1,ms,ms
HM,Job79v0,12.txt,-1,-1,-1,ms,ms
HM,Job79v0,13.txt,129685,139381,269066, ms,ms.
HM,Job79v0,14.txt,-1,-1,-1,ms,ms
HM,Job79v0,15.txt,-1,-1,-1,ms,ms
HM,Job79v0,16.txt,-1,-1,-1,ms,ms
HM,Job79v0,17.txt,190649,193736,384385, ms,ms.
